keytag,type,typecode,adname,tel,address,pname,biz_type,cityname,atag,name,location,rating,cost
海鲜,餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;火锅店,050119|050117,上城区,0571-87561832,新塘路天虹商场负一楼,浙江省,diner,杭州市,"羊肉,海鲜烧烤,烤全羊,大排档,海鲜大咖,海鲜大排档,烤鱼,牛肉,龙虾,大闸蟹",舟山海鲜烧烤(杭州总店),"120.209860,30.265371",4.5,35
烤肉,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,19034721487,景昙路9号杭州大厦501城市广场F1层,浙江省,diner,杭州市,[],味巴哥·现烤肉脯(杭州大厦501店),"120.203830,30.259117",4,41
烧烤,餐饮服务;中餐厅;中餐厅,050100,上城区,15700119790,采荷街道五安十号采荷农贸市场166商铺,浙江省,diner,杭州市,[],马家鱼圆儿,"120.198811,30.255294",4.1,25
烤肉,餐饮服务;中餐厅;中餐厅,050100,上城区,19012830180,杭州大厦501城市广场1层101-10号铺,浙江省,diner,杭州市,烤肉,KING KU卿古·烤肉大师(501城市广场店),"120.203719,30.259102",4.3,90
拉面,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,18697187593,顺福商务中心5栋,浙江省,diner,杭州市,烤肉,清真·源牧小牦牛手工拉面·烤肉(顺福商务中心店),"120.212502,30.264856",4.1,16
烧烤,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,13968130689,近江东路3号101室,浙江省,diner,杭州市,[],三毛烤鸡(近江店),"120.203899,30.232216",4.3,30
烤肉,餐饮服务;中餐厅;中餐厅,050100,上城区,13899121201,双菱路183号,浙江省,diner,杭州市,"新疆炒米粉,手抓饭,羊肉串,烤包,烤包子,羊肉,新疆大盘鸡",帕米尔餐厅·新疆烧烤·羊肉串(杭州华景宾馆店),"120.195430,30.262679",4.6,72
烤全羊,餐饮服务;中餐厅;东北菜,050113,上城区,18258884156;18268782471;19157814208,天虹购物中心B座北门负一楼,浙江省,diner,杭州市,"烤鱼,烤全羊,羊肉串",东北烧烤·烤全羊(五福天虹购物中心B座店),"120.210301,30.265061",4,48
烤串,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,15959205549;18120660073;18258193259,秋涛北路59号,浙江省,diner,杭州市,烤肉,望江门烧烤(秋涛北路店),"120.200251,30.259741",4.1,81
烤全羊,餐饮服务;中餐厅;火锅店,050117,上城区,0571-86985675;13676405579,天虹购物中心B座负一楼美食街,浙江省,diner,杭州市,"大排档,烤串,羊肉,鸡肉,小龙虾,烤全羊,牛蛙,羊肉串",洞氮胡记羊肉馆·烧烤·烤全羊(天虹店),"120.210166,30.265393",4.4,82
烤肉,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-87132532,顺福路303号中豪五福天地商业中心综合商业用房B1层下沉式广场A10号,浙江省,diner,杭州市,"鱼火锅,火锅自助,美蛙鱼,单人自助,美蛙,美蛙鱼头火锅",蛙有福·美蛙鱼头火锅自助(天虹店),"120.210518,30.265436",4.4,64
烤全羊,餐饮服务;中餐厅;中餐厅,050100,上城区,13757107194;18989459531,新塘路108号天虹购物中心B座B1层,浙江省,diner,杭州市,"烤全羊,烤肉,羊肉",李记羊庄·烤全羊(五福天虹购物中心B座店),"120.209944,30.265158",4,94
海鲜,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-86772639;0571-86772826,顺福路303号天虹购物中心B座北门B1层,浙江省,diner,杭州市,"小龙虾,年糕,海鲜烧烤,豆腐",大连海鲜烧烤(五福天虹购物中心B座店),"120.210025,30.265125",3.7,51
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,15068872389,凯旋路37-1号,浙江省,diner,杭州市,"年糕,五花肉,鱿鱼",阿勇烧烤(凯旋路店),"120.189570,30.249052",4.5,72
特色菜系,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,18268118233,凯旋路37-8,浙江省,diner,杭州市,"烧烤海鲜,海鲜大排档",大郎烧烤海鲜大排档(凯旋路店),"120.189443,30.249233",4.5,109
新疆菜,餐饮服务;中餐厅;中餐厅,050100,上城区,13909931660,凤起东路与秋涛北路交叉口西160米,浙江省,diner,杭州市,[],新疆一只羊烧烤(景秋公寓店),"120.198529,30.263750",4.5,98
烤肉,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,17767097561,甘王路20号,浙江省,diner,杭州市,烧烤大排档,甘王烧烤大排档,"120.191686,30.242150",4.1,21
烤串,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,13033616663;18082822296,凯旋路63-2号,浙江省,diner,杭州市,[],新疆兄弟烧烤(凯旋路店),"120.189461,30.250699",4.2,67
烧烤,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-87166777;15158023533;15258872377,望江东路332号113室万泰城一楼,浙江省,diner,杭州市,"鸡翅,烤串,羊肉串,烤鱼",一个串说(万泰城店),"120.192247,30.229523",4.6,80
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,13868058520,庆春东路138-3号(庆菱路地铁站B口步行390米),浙江省,diner,杭州市,"五花肉,牛肉串,烤羊排,牛羊肉",丫头烧烤王,"120.188790,30.258194",4.4,82
中餐,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,0571-86772826;15888896448,顺福路303号天虹购物中心B座北门B1楼(大唐海鲜旁边),浙江省,diner,杭州市,"豆腐,地锅鸡,大闸蟹,小串,梭子蟹,羊肉串,铁板鱿鱼",靓小串·花甲螺蛳王(天虹店),"120.210197,30.265116",3.6,104
烧烤,餐饮服务;中餐厅;火锅店,050117,上城区,15336889609;16605732125;17342060807,太平门直街172号,浙江省,diner,杭州市,[],俊小橙臻牛鲜生(月季公寓店),"120.196881,30.259823",3.9,51
烤肉,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-87679568;13600539191;15968140169,望江东路332号万泰城一楼,浙江省,diner,杭州市,"牛肉,五花肉,鸡肉",豚虎现烤日式烧肉丼(万泰城店),"120.192507,30.229649",4.1,52
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,18058186528,钱潮路636号小杨小黄鱼超人龙虾,浙江省,diner,杭州市,"烤鱼,鸡肉,小黄鱼,羊肉串",小杨小黄鱼超人龙虾(景芳店),"120.214523,30.270543",4.6,87
鱼,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,15988486773,秋涛路256号秋涛发展大厦C座F1层,浙江省,diner,杭州市,"烤鱼,特色烤鱼,双人餐",余记烤鱼·烧烤,"120.188412,30.234099",4.4,96
烧烤,餐饮服务;餐饮相关场所;餐饮相关,050000,萧山区,17767075572,杭州奥体AT天地(博览中心地铁站C口步行190米),浙江省,diner,杭州市,[],黑淀儿烧烤(奥体店),"120.231741,30.231630",4.6,74
日本料理,餐饮服务;中餐厅;中餐厅,050100,萧山区,18606758888,利一路29号(博览中心地铁站B1口步行300米),浙江省,diner,杭州市,"烤串,烧鸟,串烧,大排档,鸡肉",卜卜串烧鸟·羊肉炉苍蝇馆(深蓝国际店),"120.234903,30.235416",4.6,143
小龙虾,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,13754329606,清江路83号清泰商务楼,浙江省,diner,杭州市,烧烤龙虾,李记烧烤龙虾馆(清泰商务楼店),"120.189726,30.246053",3.8,88
烤串,餐饮服务;中餐厅;海鲜酒楼,050119,上城区,0571-86985675,新塘路108号杭州天虹购物中心B座负一楼,浙江省,diner,杭州市,"宵夜,小龙虾,烤肉",蚝宅·海鲜龙虾烧烤(五福天虹购物中心B座店),"120.210647,30.265444",3.7,110
小龙虾,餐饮服务;中餐厅;中餐厅,050100,上城区,15105819050,小营街道解放路3号,浙江省,diner,杭州市,"排骨,烤串",周胖烧烤·虾唠唠(原大学路胖子烧烤店),"120.183941,30.249421",4.4,65
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,15558089369,长明寺巷48号(浙江省杭州第二中学东河校区东门旁),浙江省,diner,杭州市,[],胖子烧烤(长明寺巷店),"120.182553,30.249508",4.5,41
烧烤,餐饮服务;中餐厅;中餐厅,050100,上城区,13588838580,昙花庵路243号(景昙社区北区楼下门面房),浙江省,diner,杭州市,"五花肉,大虾,羊肉串,素菜,鸡翅",小马烧烤,"120.202128,30.270233",4.6,89
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,13252535308,解放路15号(浙江军供大厦北门西90米),浙江省,diner,杭州市,"铁板鱿鱼,撸串",东北烧烤,"120.182863,30.249501",4.4,44
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,13797041111,钱潮路636号庆哥东北烧烤,浙江省,diner,杭州市,[],庆哥东北油边王,"120.214646,30.270594",4.6,65
烤串,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,13252535308;13588806484,解放路17号,浙江省,diner,杭州市,"五花肉,娃娃菜,烤鸡腿,热狗",串意十足烧烤店(解放路店),"120.182910,30.249510",4,45
烧烤,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,13757195502,昙花庵路100号水湘农贸市场门口西侧,浙江省,diner,杭州市,"五香牛肉,虎皮鸡爪",三毛烤鸡(景芳店),"120.211180,30.270788",4.5,24
烧烤,餐饮服务;餐饮相关场所;餐饮相关,050000,萧山区,18969001245,盈丰街道秋韵路钱江世纪城公园A7-3,浙江省,diner,杭州市,"烧鸟,串烧",漫野串烧·炭火烧鸟(钱江世纪城店),"120.240778,30.243586",4.6,141
烤串,餐饮服务;中餐厅;中餐厅,050100,萧山区,19906797678,观澜路1号钱江世纪公园A区L1层,浙江省,diner,杭州市,"烤串,小串,牛肉串,羊肉串",幸福小串·地摊小炉子(钱江世纪公园店),"120.241597,30.242790",4.7,94
烤串,餐饮服务;中餐厅;综合酒楼,050101,萧山区,19357085358,民和路886号朝龙汇1楼,浙江省,diner,杭州市,"羊肉串,烤串,羊肉,烤肉",三个蒙古大叔(朝龙汇D+PARK店),"120.243963,30.239281",4.7,107
烤肉,餐饮服务;中餐厅;中餐厅,050100,滨江区,0571-88858555;0571-88869555,江晖路1930号东和时代101-105室(光辉路西侧),浙江省,diner,杭州市,"肉本家M8特供韩牛（厚切）,辣炒海灵菇（章鱼吸盘）,明洞调味猪排,辣炒海灵菇,夏日西瓜绵绵冰,功夫冷面,1988狗焕家的黄花鱼,济州岛黑猪五花肉（超厚）,仁川海鲜葱饼,1988国民mix盆拌饭,春川炸酱面,济州岛黑猪五花肉（厚切）,德善锅包肉,韩村米糕炒杂菜,肉本家M8韩牛,高丽参鸡汤,大脚小脚（鸡爪,猪蹄））,NIUNIU特选上等牛小排,超满足牛肉拌饭,宫廷牛肉汤,雪花肥牛薄片（调味）,WOORI冠军拼盘,校村原味炸鸡,炸鸡,烤肉",肉本家·炭烤肉(滨江东和时代店),"120.206461,30.209991",4.9,106
海鲜,餐饮服务;中餐厅;中餐厅,050100,滨江区,15088780955,科技馆街1058号中月创智大厦114室(金铂湾),浙江省,diner,杭州市,"羊肉串,小龙虾,田鸡鸭舌焗焗煲,生焗六月黄螃蟹,无花果七层塔鸡煲,烤羊排,砂锅焗牙鸟片鱼头,双人餐,烤全羊",三两好友深夜食堂小龙虾·烤乳猪·罗氏虾(滨江店),"120.209795,30.214163",4.6,85
牛肉火锅,餐饮服务;中餐厅;中餐厅,050100,萧山区,18057160915;18413259799,钱江世纪公园A区A2-5福临潮汕牛档,浙江省,diner,杭州市,牛腩饭,福临潮汕牛档·鲜烤牛肉·沙茶火锅·牛腩饭·烧烤,"120.242488,30.241587",4.6,89
烧烤,餐饮服务;中餐厅;中餐厅,050100,萧山区,19057204966,盈丰街道欧镁创新城6-110、6-111号、利二路173、175、177号,浙江省,diner,杭州市,海鲜烧烤,赶海去·海鲜烧烤小酒馆·团建·露营(萧山店),"120.242957,30.236704",4.6,80
烤肉,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-86887610;17767103061,中山中路354号,浙江省,diner,杭州市,"牛隔肌,牛小排,特等玫瑰牛舌,极品牛小排,三文鱼刺身,牛油果寿司,特大自制土豆饼,牛舌,饕餮四点拼盘,鳗鱼寿司,主打牛腩肉,烤肉,牛肉",御牛道日式烤肉料理(中山中路店),"120.170343,30.252024",4.7,193
烤肉,餐饮服务;中餐厅;清真菜馆,050121,上城区,0571-85033456;15858120333,庆春路149-1号,浙江省,diner,杭州市,"烤肉,韭菜盒子",穆羊客清真火锅烤肉一体,"120.173065,30.257596",4.7,69
小龙虾,餐饮服务;中餐厅;特色/地方风味餐厅,050118,滨江区,15057160215,星澜里4幢2楼(星民地铁站C口步行440米),浙江省,diner,杭州市,小龙虾烧烤,虾儿清清小龙虾烧烤(星澜里店),"120.221465,30.215114",4.7,87
韩国料理,餐饮服务;中餐厅;中餐厅,050100,萧山区,13146224187;19012855583,盈丰街道亚奥城西区1幢5层502室L507,浙江省,diner,杭州市,双人餐,蚂蚁洞烤肉料理(杭州亚奥万象天地店),"120.247590,30.256030",4.6,81
烤肉,餐饮服务;外国餐厅;外国餐厅,050200,滨江区,13067822976,长河街道滨盛路1766号星光城1层L103-1号山葵村烤肉,浙江省,diner,杭州市,"双人餐,烤肉",山葵村烤肉(滨江星光大道店),"120.206613,30.211106",4.6,85
西餐,餐饮服务;快餐厅;快餐厅,050300,上城区,18767171277,绿地商业中心2-110(不会飞的烧鸟右边巷子进),浙江省,diner,杭州市,"芝士和牛汉堡,极佳美牛肋排,招牌梦幻汉堡,石斧和牛前胸,单人餐,汉堡,双人餐",梦幻烤房·BURGER·BBQ,"120.196462,30.275302",4.6,50
烧烤,餐饮服务;中餐厅;中餐厅,050100,滨江区,13998275755;18006617355,闻涛路金铂湾207室,浙江省,diner,杭州市,"七分熟,酱油筋,牛肋条,胸口油,鲜虾滑,生烤鸡爪,铁板鸡架,五花肉,烤串,鸡爪,宵夜,特色菜,羊肉串,豆皮,鸡架,烤肉",夜八两·老舅烧烤(滨江店),"120.209776,30.214388",4.6,64
烤肉,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,18758219571,西湖大道2号丰平商业中心F4层,浙江省,diner,杭州市,"红糖糍粑,肉夹馍,鸭锁骨",可劲造脆皮烤猪肘(丰平商业中心店),"120.181938,30.245510",3.5,55
烤肉,餐饮服务;中餐厅;中餐厅,050100,萧山区,0571-86928685,亚运村路亚奥万象天地西区5层L539,浙江省,diner,杭州市,日式烧肉,懂肉记日式烧肉(亚奥万象天地店),"120.247444,30.255349",4.7,139
烧烤,餐饮服务;中餐厅;中餐厅,050100,滨江区,17300986377,闻涛路与通和路交叉口东60米金铂湾111号,浙江省,diner,杭州市,"柠檬茶,生蚝,大号香辣小龙虾,熟醉大闸蟹,口味虾,炒饭,烤串,牛肉串,肥肠,臭豆腐,蟹黄,干锅牛蛙,年糕,毛血旺,现捞,蛋炒饭,龙虾",战友深夜食堂(金铂湾店),"120.209707,30.214308",4.6,106
烧烤,餐饮服务;中餐厅;中餐厅,050100,拱墅区,13456837332,建国北路3号(万安桥地铁站B2入口步行410米),浙江省,diner,杭州市,烤鱼,晨旭夜食烧烤·烤鱼(建国北路店),"120.180484,30.258708",4.4,102
烧烤,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,18258838368,中河中路258号杭州瑞丰国际商务大厦,浙江省,diner,杭州市,牛肉串,周骏牛肉串(庆春店),"120.172597,30.257651",4.6,102
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,18658805043,秋涛北路192号-10,浙江省,diner,杭州市,鲫鱼,1987熬夜烧烤,"120.200161,30.275293",4.6,98
烧烤,餐饮服务;中餐厅;中餐厅,050100,上城区,17767145616,江城路471-3号宋城大饭店,浙江省,diner,杭州市,烤鱼,串王阿三烧烤·酒场·烤鱼(吴山广场江城路店),"120.174348,30.232941",4.5,72
小吃快餐,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,19011223603,凯旋支路18号8号楼,浙江省,diner,杭州市,[],如意Teppanyaki,"120.189125,30.274525",4.7,40
烧烤,餐饮服务;中餐厅;中餐厅,050100,拱墅区,18258863073,建国北路240号,浙江省,diner,杭州市,[],凯旋烧烤(建国北路),"120.180976,30.264029",4.6,86
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,滨江区,15857117639,滨江区科技馆街1058中月创智大厦115-116室,浙江省,diner,杭州市,"羊肉串,鸡架",篝火旁·酱油小串户外露营烧烤(滨江店),"120.209786,30.213985",4.6,113
日本料理,餐饮服务;中餐厅;中餐厅,050100,上城区,18157136269,绿地商业中心1-105,浙江省,diner,杭州市,双人餐,久旦·鲜串烧鸟(华家池店),"120.196030,30.275116",4.5,100
烤肉,餐饮服务;餐饮相关场所;餐饮相关,050000,滨江区,13083953858,长河街道江晖路1930号东和时代大厦110-111室,浙江省,diner,杭州市,"麻辣烫,双人餐,鸡架",破店肥哈·海鲜·烧烤(杭州滨江店),"120.205906,30.210296",4.7,95
烧烤,餐饮服务;餐饮相关场所;餐饮相关,050000,滨江区,19012826803,长河街道江晖路1961号(隆和国际一楼),浙江省,diner,杭州市,[],周姐焦烤鸡架·东北烧烤夜宵(隆和国际店),"120.204752,30.209835",4.8,81
烤肉,餐饮服务;中餐厅;特色/地方风味餐厅,050118,萧山区,19818499189,民和路886号朝龙汇D+PARKB1层,浙江省,diner,杭州市,[],原始烤肉·齐齐哈尔(杭州首店),"120.243925,30.239925",4.4,81
烧烤,餐饮服务;外国餐厅;日本料理,050202,萧山区,13216511960,奔竞大道472号,浙江省,diner,杭州市,"烧鸟,烧肉",炙·烧鸟·烧肉·深夜食堂(都会山店),"120.244213,30.230681",4.6,138
烤肉,餐饮服务;中餐厅;清真菜馆,050121,上城区,18689080900,祝福街与学怡巷交叉口东北40米,浙江省,diner,杭州市,清真烤肉,戈壁滩西域·清真烤肉餐厅(中盛府店),"120.204568,30.275316",4.4,18
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-87099633,金鸡岭路46号,浙江省,diner,杭州市,"鳗鱼先生的饭,流心火炙三文鱼饭,提灯,大川生牛肉拌饭,精致刺身三品,火炙鹅肝手握寿司,大川串烤盛盒,三文鱼刺身五切,朝日生啤,烧鸟,大川玉子烧,牛肉寿喜锅,烤青花鱼,三文鱼牛油果沙拉,豚骨拉面,大川鳗鱼炸虾寿司,厚切牛舌,火炙鹅肝手握,鹅肝饭,牛肉,双人餐",大川日本料理·深夜居酒屋(解放路店),"120.178155,30.248708",4.7,99
自助餐,餐饮服务;外国餐厅;日本料理,050202,萧山区,0571-85507299;0571-85507799,民和路朝龙汇商场2楼(钱江世纪城地铁站E2口旁),浙江省,diner,杭州市,"和牛松茸汤,鲟鱼子酱,提灯,海胆,牛肉锅,海螺,新西兰鳌虾,酒水,麻酱龙虾,刺身拼盘,葱烤牛舌,花好月圆,三文鱼大腹,芝士焗蟹宝,麻布辛村鹅肝,盐烤大虾,炸物,寿司,三文鱼,刺身,自助餐,鹅肝,麻酱",月龍吟(朝龙汇D+PARK店),"120.243846,30.239401",4.8,425
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,19032580755,丹枫路18号大莲花LG层莲荷里E区E17,浙江省,diner,杭州市,"鸡排肥牛拼咖喱蛋包饭,唐扬鸡块咖喱蛋包饭,金炸鸡排咖喱蛋包饭,吉列炸猪排咖喱蛋包饭,安格斯肥牛咖喱蛋包饭,天妇罗大虾咖喱蛋包饭,火山石纯肉烤肠,香煎汉堡肉丼饭,地狱肥牛日式乌冬面,招牌温泉蛋牛肉丼,温泉蛋牛肉丼,招牌肥牛手作咖喱饭,鸡排",山崎家Curry咖喱食堂(奥体银泰店),"120.231052,30.227024",4.5,34
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-87176677;0571-87187875,西兴街道西兴路2333号星澜大厦4幢201-208室,浙江省,diner,杭州市,"刺身拼盘,葱烤牛舌,花好月圆,炸物,寿司,三文鱼大腹,芝士焗蟹宝,麻布辛村鹅肝,盐烤大虾,海胆,牛肉锅,海螺,新西兰鳌虾,酒水,麻酱龙虾,和牛松茸汤,鲟鱼子酱,提灯,牛肉",月龍吟(星澜里店),"120.221716,30.215127",4.8,451
自助餐,餐饮服务;外国餐厅;日本料理,050202,萧山区,0571-82558057,平澜路541号杭州亚奥万象天地L5层,浙江省,diner,杭州市,寿喜烧,牛New寿喜烧(亚奥万象天地店),"120.247296,30.255487",4.7,187
日本料理,餐饮服务;外国餐厅;日本料理,050202,萧山区,18868403077,平澜路287号浙江商会大厦1幢(瑞幸咖啡旁)钱江世纪城地铁E3B口,浙江省,diner,杭州市,烧鸟,酒食胡同·烧鸟酒场,"120.241036,30.238565",4.6,161
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-86068793,西湖大道146号,浙江省,diner,杭州市,"单人餐,寿司,料理",泽川创作料理(西湖大道店),"120.173633,30.246092",4.6,102
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,15757195768,绿地商业中心1号楼102室,浙江省,diner,杭州市,"牛肉,烧鸟,鸡肉",不会飞的烧鸟(华家池店),"120.196294,30.275164",4.6,121
寿司,餐饮服务;外国餐厅;日本料理,050202,萧山区,0571-87612677,琮琮路与拾久街交叉口西南160米杭州亚奥万象天地L5层,浙江省,diner,杭州市,寿司,滨寿司(杭州亚奥万象天地店),"120.247801,30.256453",4.6,104
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-86050501;13588821136,西湖大道149号万科金色成品109室,浙江省,diner,杭州市,"海胆,紫海丹刺身,勇寿司,新西兰三文鱼,天妇罗,梅子煮秋刀鱼,海葡萄,笋丝饭,甜虾,烤鳗鱼,星鳗寿司,鲜北极贝,三文鱼腩,鮟鱇鱼火锅,牡丹虾,料理,牛肉,日本料理,鸡肉",勇日本料理(万科金色城品店),"120.172976,30.245356",4.6,431
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,15372589639,西兴路与丹枫路交叉口南120米,浙江省,diner,杭州市,"牛肉,鸡翅,鸡肉,寿司,居酒屋,宵夜",鸟剑居酒屋(星澜里店),"120.221702,30.215208",4.6,118
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-88477758;0571-88477768,科技馆街1505号凯瑞金座3楼,浙江省,diner,杭州市,"北极贝,天妇罗,海螺,牡丹虾,海胆,蟹宝,三文鱼,刺身,寿司,鸡肉,牛肉,鹅肝",竹哩(滨江店),"120.202280,30.208622",4.8,397
日本料理,餐饮服务;中餐厅;中餐厅,050100,萧山区,17328893102,盈丰街道鸿宁路2287号-1号山水时代大厦裙楼1层(肯德基旁),浙江省,diner,杭州市,[],夜酌つけ麺 やきとり(杭州山水店),"120.248775,30.240861",4.7,140
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,17857156231,光复路与解放路交叉口,浙江省,diner,杭州市,"绿豆汤,日本料理",味里日本料理,"120.170994,30.250920",4.7,339
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,18072814785,庆春路157号中河大厦,浙江省,diner,杭州市,"五品刺身拼盘,名古屋鸡翅,斑节虾,鹅肝手握,青花鱼一夜干,提灯,五花肉,单人餐,烤肉,双人餐,烧鸟,鸡肉",和炙烧鸟(庆春店),"120.170597,30.257801",4.7,135
寿司,餐饮服务;外国餐厅;日本料理,050202,萧山区,15287834403;18069887137,琮琮路与拾久街交叉口西南160米杭州亚奥万象天地L1层,浙江省,diner,杭州市,[],昊来了寿司,"120.250387,30.254274",4.7,109
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,19032261185,中山北路37号,浙江省,diner,杭州市,双人餐,满丼肉剧场,"120.169386,30.259113",4.7,39
烤肉,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-87811618,解放路249号101室1层AM-3、2层A1-3,浙江省,diner,杭州市,"土豆泥,冷面",东京烧肉Itimaru(杭州解百A座店),"120.165975,30.250091",4.8,163
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,18057132095,中山北路28号浙江工艺大厦1层,浙江省,diner,杭州市,"工作餐,宵夜,居酒屋,烧鸟",鸟剑居酒屋(中山北路店),"120.169722,30.259143",4.7,118
日本料理,餐饮服务;外国餐厅;日本料理,050202,萧山区,15336539591;15867119308,宁围街道奔竞大道时代财富中心688-35,浙江省,diner,杭州市,"居酒屋,撸串,烧鸟,精酿啤酒",暮光里烧鸟·摩登居酒屋·CHIRPY BIRD,"120.249443,30.237246",4.7,128
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,13396550811,中山中路479号中山国际大酒店附属一层,浙江省,diner,杭州市,"抹茶布丁,碳烤厚切牛舌,鱼生饭,烤鳗鱼,厚切三文鱼,刺身拼盘,甜虾,海胆,牛油果三文鱼沙拉,银雪鱼,红酒牛舌,明太子鸡翅,火炽寿司拼盘,烤鸡脆骨,牡丹虾,居酒屋,三文鱼,刺身,寿司,鸡肉",大江户居酒屋(中山中路店),"120.169925,30.253556",4.6,271
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,0571-86808926,屏风街29号九鼎·名仕顿商务楼F2层,浙江省,diner,杭州市,"烤肉,牛肉",东京烧肉Itimaru(屏风街店),"120.169150,30.266982",4.9,165
寿司,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,0571-81996923,湖滨银泰in77D区3层(扶梯右前方20米处),浙江省,diner,杭州市,寿司,寿司郎(银泰in77·D馆店),"120.163458,30.253376",4.7,148
日本料理,餐饮服务;中餐厅;中餐厅,050100,上城区,19357188398,十五奎巷43号,浙江省,diner,杭州市,"双人餐,烧鸟,鸡肉",御·拾串·烧鸟放题(鼓楼店),"120.170041,30.237301",4.6,136
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-88083988;18058800840,杭州邮政大楼北门旁,浙江省,diner,杭州市,"刺身,五花肉,烧肉,鲍鱼,鸡皮,土豆泥,寿司,烧鸟,自助餐,芝士,鸡肉,黄油",滨丸水產·烧肉烧鸟炉端烧(星光大道店),"120.209805,30.208451",4.7,200
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,18072837071,国货路11-1号(定安路地铁站B口步行450米),浙江省,diner,杭州市,"烧鸟,招牌爆浆鸡提灯,吉娜朵生蚝,百果生腌虾,寿喜锅,明太子西葫芦,炭烤鸡生蚝,京葱鸡腿肉,法罗皇冠三文鱼,料理,牛肉,鸡肉,居酒屋,肥牛,豆腐",大酒·烧鸟·居酒屋(国货路店),"120.167307,30.249142",4.6,158
烤肉,餐饮服务;外国餐厅;日本料理,050202,萧山区,0571-82202001,盈丰街道华润置地亚奥城南区9-6、9-7S130号,浙江省,diner,杭州市,"魔王心头肉,全牛宝藏六拼,果味爆汁牛肋条,双人餐,烤肉",魔宗·烧肉(亚奥万象天地店),"120.251140,30.253915",4.6,118
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,19967476479,延安路98号银泰百货西湖店二楼201,浙江省,diner,杭州市,双人餐,鳗本家鳗鱼饭·烧鸟(西湖店),"120.166016,30.243189",4.5,108
日式烧烤,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-88078207;19957139428,吴山开元路75号(柳营路与交叉口),浙江省,diner,杭州市,"特选眼肉,去骨鸡腿肉,特等厚切牛舌,上等牛肋条,鸡皮,超大罐腌上等横膈膜/牛肋条,特选牛小排,鸡胗,双人餐,牛肉,鸡肉,烤肉",AJIYA味屋日式烤肉(开元路店),"120.162311,30.247600",4.8,158
烤肉,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-85391667,丹枫路与星飞路交叉口东40米,浙江省,diner,杭州市,"烤肉,牛肉",云上膈膜烧肉·酒场(星光大道店),"120.209603,30.208339",4.7,114
日本料理,餐饮服务;中餐厅;中餐厅,050100,滨江区,16665711151,物联网街330号A座201,浙江省,diner,杭州市,"叉烧,拉面,泡菜",面屋目一,"120.225013,30.210778",4.7,50
